URL,Company Name,Sector,LTP,P/E Ratio,Market Cap (Cr),Enterprise Value (Cr),No. of Shares (Cr),P/B Ratio,Face Value,Div. Yield,Book Value (TTM),CASH,DEBT,Promoter Holding,EPS (TTM),Sales Growth (%)
https://ticker.finology.in/company/IZMO,IZMO Ltd.,IT - Software,440.55,N/A,458.35,414.25,558.45,3.19,10,"0
                                %",138.04,5.6 Cr.,1.52 Cr.,31.82 %,16.3,23.23
https://ticker.finology.in/company/ABMINTLLTD,ABM International Ltd.,Trading,69.31,N/A,69.61,69.31,110.62,4.88,10,"0
                                %",14.19,3.89 Cr.,0 Cr.,74.7 %,0.08,-32.77
https://ticker.finology.in/company/ISFT,Intrasoft Technologies Ltd.,BPO/ITeS,132.50,N/A,139,131,191.4,1.55,10,"0
                                %",85.26,2.17 Cr.,16.58 Cr.,43.06 %,1.22,-6.55
https://ticker.finology.in/company/S&SPOWER,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found
https://ticker.finology.in/company/PANACEABIO,Panacea Biotec Ltd.,Pharmaceuticals & Drugs,414.75,N/A,415.35,380.15,398.95,8.02,1,"0
                                %",51.69,29.44 Cr.,124.87 Cr.,72.87 %,-2.19,39.89
https://ticker.finology.in/company/ARSSINFRA,ARSS Infrastructure Projects Ltd.,Engineering - Construction,18.00,N/A,18.4,17.58,26.75,0,10,"0
                                %",-67.37,71.4 Cr.,1627.88 Cr.,46.7 %,-8.85,-20.29
https://ticker.finology.in/company/SHYAMTEL,Shyam Telecom Ltd.,Telecommunication - Equipment,32.30,N/A,32.3,32.3,34.99,0,10,"0
                                %",-24.01,0.14 Cr.,0 Cr.,66.16 %,-2.7,0
https://ticker.finology.in/company/JASH,Jash Engineering Ltd.,Engineering - Industrial Equipments,591.80,N/A,596,555,580.85,10.26,2,"0.25
                                %",57.71,64.37 Cr.,71.98 Cr.,43.61 %,11.73,27.09
https://ticker.finology.in/company/MCLEODRUSS,Mcleod Russel India Ltd.,Tea/Coffee,30.45,N/A,31.69,30.35,37.99,0,5,"0
                                %",-3.9,3.43 Cr.,1746.45 Cr.,6.25 %,-20.8,-15.8
https://ticker.finology.in/company/PRATHAM,Pratham EPC Projects Ltd.,Engineering - Construction,232.35,N/A,242,221.1,496.8,6.78,10,"0
                                %",34.26,17.87 Cr.,3.39 Cr.,72.97 %,5.66,37.11
https://ticker.finology.in/company/ARSHIYA,Arshiya Ltd.,Logistics,4.24,N/A,4.46,4.24,9.62,0,2,"0
                                %",-16.76,0.32 Cr.,600.29 Cr.,14.37 %,-44.59,-57.7
https://ticker.finology.in/company/KRIDHANINF,Kridhan Infra Ltd.,Steel & Iron Products,3.98,N/A,4.27,3.88,7.68,0,2,"0
                                %",-30.23,0.68 Cr.,27.45 Cr.,47.15 %,3.8,-75.48
https://ticker.finology.in/company/TCLCONS,Tantia Constructions Ltd.,Engineering - Construction,40.40,N/A,41.3,38.85,61.2,1.56,10,"0
                                %",25.89,33.67 Cr.,66.97 Cr.,94.33 %,4.57,-6.49
https://ticker.finology.in/company/KALYANIFRG,Kalyani Forge Ltd.,Forgings,586.20,N/A,586.2,562.1,727.95,2.47,10,"0.51
                                %",237.19,5.93 Cr.,60.91 Cr.,58.71 %,17.84,-10.93
https://ticker.finology.in/company/MORARJEE,Morarjee Textiles Ltd.,Textile - Weaving,8.91,N/A,9.47,8.76,32.74,0,7,"0
                                %",-102.95,4.18 Cr.,515.13 Cr.,59.71 %,-44.98,-24.04
https://ticker.finology.in/company/CREATIVEYE,Creative Eye Ltd.,TV Broadcasting & Software Production,7.80,N/A,8.3,7.6,11.1,0.76,5,"0
                                %",10.25,9.53 Cr.,6.38 Cr.,56.26 %,-0.67,-75.94
https://ticker.finology.in/company/GAYAHWS,Gayatri Highways Ltd.,Engineering - Construction,1.69,N/A,1.72,1.55,1.72,0,2,"0
                                %",-7.64,2.44 Cr.,405.72 Cr.,61.15 %,0.74,-77.44
https://ticker.finology.in/company/MTEDUCARE,MT Educare Ltd.,Educational Institutions,3.13,N/A,3.46,3.13,4.74,0.48,10,"0
                                %",6.51,6.64 Cr.,32.97 Cr.,59.12 %,-2.16,-18.62
https://ticker.finology.in/company/ORIANA,Oriana Power Ltd.,Engineering - Construction,2193.00,N/A,2297,2183.05,2984,12.45,10,"0
                                %",176.21,16.95 Cr.,32.59 Cr.,61.41 %,27.13,183.83
https://ticker.finology.in/company/ESSARSHPNG,Essar Shipping Ltd.,Shipping,39.88,N/A,39.88,39.7,71.57,0,10,"0
                                %",-67.35,5.89 Cr.,1934.63 Cr.,73.75 %,8.08,373.27
https://ticker.finology.in/company/NTL,Neueon Towers Ltd.,Transmission Towers / Equipments,4.41,N/A,4.41,4.41,4.68,0,10,"0
                                %",-236.56,6.78 Cr.,2473.27 Cr.,37.27 %,-16.57,-100
https://ticker.finology.in/company/FELDVR,Future Enterprises Ltd.-B-DVR,Miscellaneous,5.29,N/A,5.3,5.2,6.84,0,2,"0
                                %",0,49.41 Cr.,6490.29 Cr.,72.22 %,18.81,-78.3
https://ticker.finology.in/company/MBECL,Mcnally Bharat Engineering Company Ltd.,Engineering - Construction,3.60,N/A,3.83,3.53,7.23,0,10,"0
                                %",-219.72,20.32 Cr.,3107.73 Cr.,32.79 %,-42.3,-26.57
https://ticker.finology.in/company/HINDWAR-RE,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found
https://ticker.finology.in/company/NATIONALUM,National Aluminium Company Ltd.,Aluminium & Aluminium Products,248.10,N/A,253.55,239.6,248,2.87,5,"1.25
                                %",86.33,2575.15 Cr.,39.16 Cr.,51.28 %,17.25,-7.77
https://ticker.finology.in/company/EXCEL,Excel Realty N Infra Ltd.,Trading,1.55,N/A,1.55,1.55,1.48,1.26,1,"0
                                %",1.23,1.35 Cr.,0.04 Cr.,19.12 %,0.02,-60.07
https://ticker.finology.in/company/PRIZOR,Prizor Viztech Ltd.,Electronics - Components,178.95,N/A,179.15,170.65,229.45,4.62,10,"0
                                %",38.74,0.02 Cr.,9.65 Cr.,68.28 %,5.21,158.96
https://ticker.finology.in/company/GODHA,Godha Cabcon & Insulation Ltd.,Engineering - Industrial Equipments,1.02,N/A,1.03,0.94,1.19,0.99,1,"0
                                %",1.03,1.56 Cr.,2.63 Cr.,0 %,0.02,-90.03
https://ticker.finology.in/company/SHUBHSHREE,Shubhshree Biofuels Energy Ltd.,Miscellaneous,250.00,N/A,254.9,245,315.45,5.53,10,"0
                                %",45.17,1.26 Cr.,0.61 Cr.,73.45 %,6.29,60.61
https://ticker.finology.in/company/VERANDA,Veranda Learning Solutions Ltd.,Educational Institutions,233.60,N/A,248,233.6,362,2.49,10,"0
                                %",93.69,0.81 Cr.,59.86 Cr.,54.79 %,2.93,129.91
https://ticker.finology.in/company/BALPHARMA,Bal Pharma Ltd.,Pharmaceuticals & Drugs,136.80,N/A,137.5,131,157.9,2.04,10,"0.88
                                %",67.03,13.13 Cr.,133.83 Cr.,50.86 %,6.55,11.69
https://ticker.finology.in/company/COSMOFIRST,Cosmo First Ltd.,Plastic Products,728.70,N/A,744.25,724.95,998,1.57,10,"0.41
                                %",463.96,22.17 Cr.,963.61 Cr.,45.04 %,21.07,-12.79
https://ticker.finology.in/company/TERASOFT,Tera Software Ltd.,IT - Software,188.45,N/A,188.45,188.45,179.48,2.01,10,"0
                                %",93.68,20.28 Cr.,33.46 Cr.,47.53 %,5.46,-35.41
https://ticker.finology.in/company/MHLXMIRU,Mahalaxmi Rubtech Ltd.,Textile,149.20,N/A,151,147.6,374.75,2.63,10,"0
                                %",56.74,21.9 Cr.,16.03 Cr.,64.8 %,11.5,10.74
https://ticker.finology.in/company/AKASH,Akash Infra-Projects Ltd.,Engineering - Construction,33.49,N/A,34.79,33.25,50.6,0.69,10,"0.3
                                %",48.43,5.42 Cr.,59.84 Cr.,74.59 %,1.19,-21.64
https://ticker.finology.in/company/GOENKA,Goenka Diamond and Jewels Ltd.,Diamond  &  Jewellery,1.10,N/A,1.14,1.1,1.48,0.14,1,"0
                                %",7.83,0.24 Cr.,172.55 Cr.,57.55 %,-0.07,-61.82
https://ticker.finology.in/company/AUSOMENT,Ausom Enterprise Ltd.,Trading,107.40,N/A,107.6,102.35,185.75,1.14,10,"0.93
                                %",94.45,1.72 Cr.,3.3 Cr.,73.7 %,8.03,444.76
https://ticker.finology.in/company/KCEIL,Kay Cee Energy & Infra Ltd.,Engineering - Construction,276.45,N/A,283.1,274.95,424.5,6.79,10,"0
                                %",40.72,6.35 Cr.,26.48 Cr.,70.4 %,5.97,5.52
https://ticker.finology.in/company/BALAXI,Balaxi Pharmaceuticals Ltd.,Trading,75.65,N/A,78.91,74.01,151.45,3.28,2,"0
                                %",23.06,44.06 Cr.,13.96 Cr.,65.99 %,0.53,-35.09
https://ticker.finology.in/company/THEINVEST,The Investment Trust of India Ltd.,Finance - NBFC,200.60,N/A,208.95,198.55,237.65,2.28,10,"0
                                %",88.11,49.85 Cr.,7.12 Cr.,72.12 %,0.45,-48.81
https://ticker.finology.in/company/ELECTHERM,Electrotherm (India) Ltd.,Steel & Iron Products,935.85,N/A,935.85,935.85,1312.55,0,10,"0
                                %",-445.05,61.91 Cr.,1673.04 Cr.,30.69 %,288.5,38.95
https://ticker.finology.in/company/GALLANTT,Gallantt Ispat Ltd.,Steel & Iron Products,308.50,N/A,323.9,303.55,406,2.84,10,"0.32
                                %",108.68,12.31 Cr.,461.91 Cr.,68.93 %,13.19,4.2
https://ticker.finology.in/company/DURLAX,Durlax Top Surface Ltd.,Ceramics/Marble/Granite/Sanitaryware,58.00,N/A,58.8,56.8,109,1.59,10,"0
                                %",36.59,1.23 Cr.,60.71 Cr.,60.38 %,3.04,36
https://ticker.finology.in/company/SETUINFRA,Setubandhan Infrastructure Ltd.,Engineering - Construction,0.91,N/A,0.91,0.91,1.16,0,1,"0
                                %",0,0.15 Cr.,71.24 Cr.,27.42 %,0,-90.63
https://ticker.finology.in/company/SAGARDEEP,Sagardeep Alloys Ltd.,Metal - Non Ferrous,25.74,N/A,26.39,25.4,40.45,1.51,10,"0
                                %",17,0.22 Cr.,6.17 Cr.,73.62 %,0.52,-3.97
https://ticker.finology.in/company/SUNDRMBRAK,Sundaram Brake Linings Ltd.,Auto Ancillary,789.10,N/A,790.85,774.8,1232,3.19,10,"0
                                %",247.12,0.33 Cr.,44.23 Cr.,65.54 %,17.03,-0.7
https://ticker.finology.in/company/FLFL,Future Lifestyle Fashions Ltd.,Retailing,2.34,N/A,2.37,2.23,3.45,0,2,"0
                                %",0,57.65 Cr.,1728.22 Cr.,20.3 %,-104.9,31.37
https://ticker.finology.in/company/GRSE,Garden Reach Shipbuilders & Engineers Ltd.,Ship Building,1381.05,N/A,1437.45,1377.7,2834.6,8.59,10,"0.68
                                %",160.82,3720.34 Cr.,55.58 Cr.,74.5 %,33.59,40.27
https://ticker.finology.in/company/SWIGGY,Swiggy Ltd.,e-Commerce,417.10,N/A,423.65,402.25,489.25,26.93,1,"0
                                %",15.49,787.13 Cr.,0 Cr.,-,-8.43,36.94
https://ticker.finology.in/company/SADBHIN,Sadbhav Infrastructure Project Ltd.,Engineering - Construction,6.27,N/A,6.7,6.27,9.31,0.3,10,"0
                                %",21.24,21.59 Cr.,575.08 Cr.,69.74 %,-4.92,-74.84
https://ticker.finology.in/company/MEDPLUS,Medplus Health Services Ltd.,Pharmaceuticals & Drugs,737.40,N/A,740.1,721.85,824.4,7.29,2,"0
                                %",101.21,62.43 Cr.,0 Cr.,40.39 %,2.52,118.31
https://ticker.finology.in/company/SAMBHAAV,Sambhaav Media Ltd.,Printing And Publishing,5.57,N/A,5.77,5.51,7.07,1.29,1,"0
                                %",4.33,0.31 Cr.,7.58 Cr.,62.93 %,0.17,-1.97
https://ticker.finology.in/company/TVSHLTD,TVS Holdings Ltd.,Auto Ancillary,11272.90,N/A,11553,11272.9,15115.3,15.46,5,"0.82
                                %",729.02,372.55 Cr.,550 Cr.,74.45 %,125.07,-26.84
https://ticker.finology.in/company/VETO,Veto Switchgears And Cables Ltd.,Electric Equipment,126.25,N/A,129.8,125.15,196,0.97,10,"0.79
                                %",130.25,7.46 Cr.,12.63 Cr.,45.06 %,16.35,6.88
https://ticker.finology.in/company/KAUSHALYA,Kaushalya Infrastructure Development Corporation Ltd.,Engineering - Construction,977.00,N/A,978,947.3,1220.95,0.67,1000,"0
                                %",1460.19,0.52 Cr.,12.52 Cr.,51.42 %,317.29,16
https://ticker.finology.in/company/ICRA,ICRA Ltd.,Ratings,6162.05,N/A,6316,6154.15,7700,8.19,10,"1.62
                                %",752.03,95.37 Cr.,0 Cr.,51.87 %,133.47,12.9
https://ticker.finology.in/company/PATELENG,Patel Engineering Ltd.,Engineering - Construction,52.02,N/A,53.99,51.65,79,1.2,1,"0
                                %",43.33,191 Cr.,1732.16 Cr.,36.11 %,3.1,17.56
https://ticker.finology.in/company/TFL,Transwarranty Finance Ltd.,Finance - NBFC,22.87,N/A,24.82,22.56,40.6,3.01,10,"0
                                %",7.59,5.91 Cr.,0.35 Cr.,56.32 %,0.27,54.02
https://ticker.finology.in/company/UHTL,United Heat Transfer Ltd.,Engineering - Industrial Equipments,77.15,N/A,83.5,75.25,89,2.61,10,"0
                                %",29.58,0.26 Cr.,36.92 Cr.,-,3.28,-13.95
https://ticker.finology.in/company/LPDC,Landmark Property Development Company Ltd.,Construction - Real Estate,8.77,N/A,9.44,8.76,17,2.95,1,"0
                                %",2.97,3.46 Cr.,0 Cr.,64.86 %,-1.18,226.24
https://ticker.finology.in/company/ZAGGLE,Zaggle Prepaid Ocean Services Ltd.,Fintech,461.20,N/A,461.2,427,493,9.17,1,"0
                                %",50.27,279.31 Cr.,73.6 Cr.,43.88 %,5.67,40.14
https://ticker.finology.in/company/FLEXITUFF,Flexituff Ventures International Ltd.,Textile,58.98,N/A,58.98,57.48,96.6,3.46,10,"0
                                %",17.06,10.91 Cr.,643.81 Cr.,32.24 %,44.79,-11.91
https://ticker.finology.in/company/KREBSBIO,Krebs Biochemicals & Industries Ltd.,Pharmaceuticals & Drugs,82.61,N/A,85.9,80.65,121.5,0,10,"0
                                %",-60.36,0.14 Cr.,193.68 Cr.,72.74 %,-10.09,-3.29
https://ticker.finology.in/company/AKI,AKI India Ltd.,Leather,18.09,N/A,19.07,17.87,32.44,2.49,2,"0
                                %",7.26,1.71 Cr.,21.84 Cr.,54.72 %,0.19,16.92
https://ticker.finology.in/company/MAXPOSURE,Maxposure Ltd.,Advertising & Media,89.90,N/A,91.65,88.9,145,3.64,10,"0
                                %",24.73,18.88 Cr.,1.48 Cr.,61.56 %,3.39,34.68
https://ticker.finology.in/company/SUVIDHAA,Suvidhaa Infoserve Ltd.,Fintech,5.03,N/A,5.08,4.82,10.56,0.98,1,"0
                                %",5.14,2.86 Cr.,3.54 Cr.,38.33 %,-0.64,-79.81
https://ticker.finology.in/company/SAMPANN,Sampann Utpadan India Ltd.,Power Generation/Distribution,31.30,N/A,32.55,31,41.5,412.93,10,"0
                                %",0.08,0.05 Cr.,97.06 Cr.,40.5 %,-0.69,23.76
https://ticker.finology.in/company/TOLINS,Tolins Tyres Ltd.,Tyres & Allied,182.25,N/A,184.95,174,238.3,2.56,5,"0
                                %",71.07,1.25 Cr.,61.92 Cr.,68.53 %,3.45,33.17
https://ticker.finology.in/company/NAGREEKCAP,Nagreeka Capital & Infrastructure Ltd.,Finance - NBFC,36.49,N/A,36.49,36.49,34.76,4.19,5,"0
                                %",8.71,62.88 Cr.,13.34 Cr.,53.53 %,14.49,187.96
https://ticker.finology.in/company/MITCON,Mitcon Consultancy & Engineering Services Ltd.,Business Support,109.87,N/A,116.25,109.5,158.84,1.27,10,"0
                                %",86.7,3.84 Cr.,11.36 Cr.,0 %,3.85,-42.18
https://ticker.finology.in/company/KARMAENG,Karma Energy Ltd.,Power Generation/Distribution,67.69,N/A,68.25,66.75,106.42,1.91,10,"0
                                %",35.51,0.09 Cr.,0.01 Cr.,74.7 %,-0.06,-3.56
https://ticker.finology.in/company/UYFINCORP,UY Fincorp Ltd.,Finance - NBFC,26.39,N/A,27.4,26,38.9,1.54,5,"0
                                %",17.17,121.85 Cr.,64.92 Cr.,71.38 %,0.94,119.27
https://ticker.finology.in/company/THOMASCOOK,Thomas Cook (India) Ltd.,Travel Services,198.10,N/A,202.6,196.65,264,4.88,1,"0.3
                                %",40.59,773.99 Cr.,57.75 Cr.,63.83 %,2.36,45.92
https://ticker.finology.in/company/VRLLOG,VRL Logistics Ltd.,Logistics,540.50,N/A,555.95,533.5,798.4,4.75,10,"0
                                %",113.7,18.95 Cr.,279.28 Cr.,60.24 %,9.65,9.07
https://ticker.finology.in/company/SPECTSTM,Spectrum Talent Management Ltd.,Professional Services,201.20,N/A,201.2,194.05,210,3.21,10,"0
                                %",62.65,69.13 Cr.,0.87 Cr.,73.68 %,4.77,32.71
https://ticker.finology.in/company/ALPHAGEO,Alphageo (India) Ltd.,Engineering,358.55,N/A,358.55,350.7,522.15,0.89,10,"2.23
                                %",402.27,78.08 Cr.,0 Cr.,46.08 %,31.59,10.29
https://ticker.finology.in/company/EICHERMOT,Eicher Motors Ltd.,Automobile Two & Three Wheelers,4898.70,N/A,4957.15,4859.95,5104.5,8.12,1,"1.04
                                %",603.02,93.12 Cr.,172.28 Cr.,49.1 %,145.73,14.3
https://ticker.finology.in/company/ALLETEC,All E Technologies Ltd.,IT - Software,540.50,N/A,552,492,561,9.68,10,"0.2
                                %",55.85,101.78 Cr.,0 Cr.,50.05 %,8.91,30.24
https://ticker.finology.in/company/SELMC,SEL Manufacturing Company Ltd.,Textile,41.05,N/A,44.3,41.05,97.38,0,10,"0
                                %",-39.56,3.39 Cr.,939.93 Cr.,75 %,-43.5,-32.49
https://ticker.finology.in/company/RGL,Renaissance Global Ltd.,Diamond  &  Jewellery,171.05,N/A,173.25,164.75,195.5,2.62,2,"0
                                %",65.26,36.19 Cr.,331.51 Cr.,65.59 %,3.42,2.67
https://ticker.finology.in/company/KRN,KRN Heat Exchanger And Refrigeration Ltd.,Engineering - Industrial Equipments,765.15,N/A,778,691.55,798.65,0,10,"0
                                %",0,15.51 Cr.,36.64 Cr.,70.79 %,5.2,58.53
https://ticker.finology.in/company/OSWALSEEDS,Shree Oswal Seeds and Chemicals Ltd.,Agriculture,20.23,N/A,21,19.95,55.83,4.22,2,"0
                                %",4.79,3.83 Cr.,17.56 Cr.,66.63 %,0.26,11.48
https://ticker.finology.in/company/HINDOILEXP,Hindustan Oil Exploration Company Ltd.,Oil Exploration,185.50,N/A,186.9,177.1,293.6,2.39,10,"0
                                %",77.56,25.63 Cr.,74.03 Cr.,0 %,2.75,21.77
https://ticker.finology.in/company/KRITI,Kriti Industries (India) Ltd.,Plastic Products,161.10,N/A,166.1,161.1,270,4.06,1,"0.12
                                %",39.65,20.08 Cr.,134.55 Cr.,66.77 %,4.29,18.31
https://ticker.finology.in/company/SAHANA,Sahana System Ltd.,IT - Software,1516.65,N/A,1526,1441,1818.46,10.94,10,"0
                                %",138.68,24.64 Cr.,12.64 Cr.,61.05 %,17.11,122.33
https://ticker.finology.in/company/MARSHALL,Marshall Machines Ltd.,Engineering - Industrial Equipments,20.70,N/A,20.7,20.7,56.4,0.66,10,"0
                                %",31.19,0.42 Cr.,38.41 Cr.,28.89 %,-2.44,-18.94
https://ticker.finology.in/company/RCF,Rashtriya Chemicals and Fertilizers Ltd.,Fertilizers,149.95,N/A,152.55,148.6,245,1.79,10,"0.83
                                %",83.96,352.94 Cr.,3283.25 Cr.,75 %,3.58,-20.84
https://ticker.finology.in/company/NARMADA,Narmada Agrobase Ltd.,Agriculture,15.75,N/A,16.45,15.75,26.26,1.37,10,"0
                                %",11.49,0.77 Cr.,9.68 Cr.,57.66 %,0.8,0.59
https://ticker.finology.in/company/DANGEE,Dangee Dums Ltd.,Consumer Food,6.92,N/A,7.1,6.81,13.45,6.75,1,"0
                                %",1.03,0.37 Cr.,12.84 Cr.,0 %,-0.09,24.18
https://ticker.finology.in/company/NIPPOBATRY,Indo-National Ltd.,Batteries,505.00,N/A,518.2,505,856,1.66,5,"0.99
                                %",303.73,1.39 Cr.,17 Cr.,65.35 %,5.47,15.14
https://ticker.finology.in/company/MARINE,Marine Electricals (India) Ltd.,Engineering - Industrial Equipments,224.54,N/A,236,221.11,308,12.81,2,"0
                                %",17.53,16.13 Cr.,55.83 Cr.,71.17 %,2.66,21.18
https://ticker.finology.in/company/AAKASH,Aakash Exploration Services Ltd.,Oil Exploration,10.48,N/A,10.8,10.41,17.15,1.77,1,"0
                                %",5.91,0.83 Cr.,25.72 Cr.,66.67 %,0.52,-0.37
https://ticker.finology.in/company/PRITI,Priti International Ltd.,Wood & Wood Products,139.11,N/A,143.94,138,300.05,2.66,10,"0
                                %",52.35,1.18 Cr.,0 Cr.,64.6 %,6.95,44.71
https://ticker.finology.in/company/PASUPTAC,Pasupati Acrylon Ltd.,Textile - Manmade  Fibres,40.60,N/A,41.63,39.9,70.79,1.06,10,"0
                                %",38.45,51.41 Cr.,44.23 Cr.,65.87 %,3.99,-30.52
https://ticker.finology.in/company/KOTHARIPRO,Kothari Products Ltd.,Trading,155.15,N/A,160,153.95,227.35,0.46,10,"0
                                %",333.79,14.35 Cr.,59.34 Cr.,74.97 %,12.74,-0.56
https://ticker.finology.in/company/PIXTRANS,Pix Transmissions Ltd.,Rubber  Products,2176.05,N/A,2292.45,2173,2288.15,5.77,10,"0.32
                                %",376.93,40.75 Cr.,44.03 Cr.,61.82 %,79.8,1.03
https://ticker.finology.in/company/ITI,ITI Ltd.,Telecommunication - Equipment,277.10,N/A,291.95,271.15,384.35,16.76,10,"0
                                %",16.53,832.42 Cr.,1795.46 Cr.,90 %,-5.22,-9.45
https://ticker.finology.in/company/JUNIPER,Juniper Hotels Ltd.,"Hotel, Resort & Restaurants",318.00,N/A,318,310,538,2.71,10,"0
                                %",117.48,419.1 Cr.,666.02 Cr.,77.53 %,1.39,12.74
https://ticker.finology.in/company/THOMASCOTT,Thomas Scott (India) Ltd.,Retailing,195.70,N/A,204.3,195.7,356.85,3.46,10,"0
                                %",56.59,0.41 Cr.,5.9 Cr.,57.86 %,9.4,45.33
https://ticker.finology.in/company/DELPHIFX,Delphi World Money Ltd.,Finance - Others,225.80,N/A,226.2,218.85,415,1.11,10,"0
                                %",202.54,2870.55 Cr.,15.19 Cr.,75 %,9.44,9.66
https://ticker.finology.in/company/VINCOFE,Vintage Coffee & Beverages Ltd.,Trading,112.60,N/A,114.95,109.95,143.3,4.96,10,"0.04
                                %",22.72,0.32 Cr.,10.8 Cr.,40.57 %,0.31,106.71
https://ticker.finology.in/company/IMPAL,India Motor Parts & Accessories Ltd.,Trading,1088.50,N/A,1131.45,1088.5,1503,0.54,10,"2.48
                                %",2018.04,40.28 Cr.,0 Cr.,30.71 %,61.79,2.43
https://ticker.finology.in/company/SUNTECK,Sunteck Realty Ltd.,Construction - Real Estate,500.40,N/A,510.1,494.05,698.35,3.42,1,"0.3
                                %",146.3,51.37 Cr.,298.38 Cr.,63.24 %,8.09,52.97
https://ticker.finology.in/company/VCL,Vaxtex Cotfab Ltd.,Trading,0.80,N/A,0.84,0.78,1.8,0.79,1,"0
                                %",1.01,0.09 Cr.,5.19 Cr.,18.1 %,-0.51,22.15
https://ticker.finology.in/company/LOTUSEYE,Lotus Eye Hospital And Institute Ltd.,Hospital & Healthcare Services,65.30,N/A,68,64.12,102,2.26,10,"0.77
                                %",28.9,7.04 Cr.,0.23 Cr.,40.03 %,0.68,2.48
https://ticker.finology.in/company/AMDIND,AMD Industries Ltd.,Plastic Products,56.46,N/A,60.6,56.11,97.84,0.68,10,"0
                                %",82.85,12.29 Cr.,98.3 Cr.,66.69 %,0.79,-20.65
