URL,Company Name,Sector,LTP,P/E Ratio,Market Cap (Cr),Enterprise Value (Cr),No. of Shares (Cr),P/B Ratio,Face Value,Div. Yield,Book Value (TTM),CASH,DEBT,Promoter Holding,EPS (TTM),Sales Growth (%)
https://ticker.finology.in/company/SINTERCOM,Sintercom India Ltd.,Auto Ancillary,141.21,N/A,142.28,139.68,170.05,4.18,10,"0
                                %",33.81,0.74 Cr.,33.52 Cr.,69.75 %,0.39,6.69
https://ticker.finology.in/company/ELGIRUBCO,Elgi Rubber Company Ltd.,Rubber  Products,99.49,N/A,103.8,96.31,139.95,11.67,1,"0
                                %",8.52,21.5 Cr.,164.71 Cr.,65.03 %,4.09,-4.97
https://ticker.finology.in/company/JITFINFRA,JITF Infralogistics Ltd.,Logistics,750.70,N/A,770.8,704,1210,6.02,2,"0
                                %",124.73,0.31 Cr.,0.98 Cr.,63.03 %,0.09,12.84
https://ticker.finology.in/company/VMART,V-Mart Retail Ltd.,Retailing,3590.00,N/A,3659.85,3470,4517.3,10.05,10,"0
                                %",357.37,27.23 Cr.,110 Cr.,44.31 %,-27.81,13.01
https://ticker.finology.in/company/TIPSFILMS,Tips Films Ltd.,"Film Production, Distribution & Entertainment",439.50,N/A,465.15,424.5,986.7,2.36,10,"0
                                %",186.36,9.37 Cr.,0 Cr.,74.98 %,-14.41,26.35
https://ticker.finology.in/company/MEGASOFT,Megasoft Ltd.,IT - Software,68.20,N/A,71.9,66.67,107.22,2.84,10,"0
                                %",24.03,17.91 Cr.,145.42 Cr.,35.07 %,0.32,-100
https://ticker.finology.in/company/SAHASRA,Sahasra Electronic Solutions Ltd.,Electronics - Components,902.95,N/A,917,810,1013,9.17,10,"0.76
                                %",98.42,17.1 Cr.,21.72 Cr.,-,13.05,869.73
https://ticker.finology.in/company/MEDICO,Medico Remedies Ltd.,Pharmaceuticals & Drugs,44.80,N/A,45.12,43.32,92.87,6.7,2,"0
                                %",6.69,0.18 Cr.,6.75 Cr.,73.34 %,0.93,3.19
https://ticker.finology.in/company/PIIND,PI Industries Ltd.,Pesticides & Agrochemicals,4141.25,N/A,4181.85,4078.3,4801.4,6.56,1,"0.36
                                %",631.66,2544.4 Cr.,0 Cr.,46.09 %,127.06,13.95
https://ticker.finology.in/company/MURUDCERA,Murudeshwar Ceramics Ltd.,Ceramics/Marble/Granite/Sanitaryware,46.97,N/A,48.63,46.58,70.9,0.78,10,"1.06
                                %",60.5,14.39 Cr.,107.2 Cr.,73.94 %,1.23,8.06
https://ticker.finology.in/company/TGBHOTELS,TGB Banquets And Hotels Ltd.,"Hotel, Resort & Restaurants",14.37,N/A,14.37,13.75,20.5,0.57,10,"0
                                %",25.43,0.29 Cr.,5.07 Cr.,31.23 %,-1.22,-5.32
https://ticker.finology.in/company/HILTON,Hilton Metal Forging Ltd.,Forgings,80.45,N/A,82.62,80,164.1,1.59,10,"0
                                %",50.71,1.17 Cr.,54.08 Cr.,27.19 %,2.14,31.71
https://ticker.finology.in/company/CYBERTECH,CyberTech Systems And Software Ltd.,IT - Software,188.55,N/A,190,185,293.15,3.14,10,"1.06
                                %",60.08,11.41 Cr.,0.86 Cr.,36.43 %,7.67,44.27
https://ticker.finology.in/company/SAKUMA,Sakuma Exports Ltd.,Trading,3.79,N/A,3.95,3.73,10.2,1.2,1,"1.32
                                %",3.16,15.44 Cr.,98.69 Cr.,46.29 %,0.11,-34.37
https://ticker.finology.in/company/INDIANHUME,Indian Hume Pipe Company Ltd.,Engineering - Construction,399.35,N/A,414.45,397,613.15,2.43,2,"0.38
                                %",164.26,42.37 Cr.,499.67 Cr.,72.34 %,19.6,-10
https://ticker.finology.in/company/LANCORHOL,Lancor Holdings Ltd.,Construction - Real Estate,39.15,N/A,40,38.42,63,1.43,2,"0.51
                                %",27.35,3.96 Cr.,95.02 Cr.,51.66 %,0.93,20.48
https://ticker.finology.in/company/KAPSTON,Kapston Services Ltd.,Professional Services,272.35,N/A,280.2,265.15,319,7.01,5,"0
                                %",38.86,6.01 Cr.,90.19 Cr.,72.87 %,6.27,46.54
https://ticker.finology.in/company/BRNL,Bharat Road Network Ltd.,Engineering - Construction,42.89,N/A,43.05,42.11,97.5,0.54,10,"0
                                %",79.43,67.31 Cr.,263.58 Cr.,51.97 %,-7.64,-72.53
https://ticker.finology.in/company/HIRECT,Hind Rectifiers Ltd.,Electric Equipment,1119.45,N/A,1182.45,1110.5,1279.55,13.75,2,"0.11
                                %",81.44,1.55 Cr.,128.93 Cr.,44.05 %,13.84,44.13
https://ticker.finology.in/company/NITIRAJ,Nitiraj Engineers Ltd.,Engineering - Industrial Equipments,213.16,N/A,224.43,205.4,303,2.8,10,"0.7
                                %",76.12,2.88 Cr.,0 Cr.,69.07 %,7.73,117.96
https://ticker.finology.in/company/OPTIEMUS,Optiemus Infracom Ltd.,Trading,610.00,N/A,618.9,574,873.65,12.17,10,"0
                                %",50.12,3.58 Cr.,0 Cr.,74.89 %,2.89,7.89
https://ticker.finology.in/company/LAWSIKHO,Addictive Learning Technology Ltd.,Educational Institutions,380.85,N/A,383.65,369.35,448.5,8.96,10,"0
                                %",42.53,49.51 Cr.,0 Cr.,66.08 %,4.11,90.72
https://ticker.finology.in/company/WEWIN,We Win Ltd.,BPO/ITeS,74.59,N/A,74.59,74.58,114.4,2.79,10,"0
                                %",26.75,11.76 Cr.,12.38 Cr.,70.8 %,2.5,33.32
https://ticker.finology.in/company/JHS,JHS Svendgaard Laboratories Ltd.,Household & Personal Products,21.50,N/A,22.5,21.04,39.45,1.01,10,"0
                                %",21.24,10.13 Cr.,3.56 Cr.,34.56 %,-1.36,-16.53
https://ticker.finology.in/company/AMJLAND,AMJ Land Holdings Ltd.,Construction - Real Estate,52.49,N/A,53.19,51.35,65.35,1.13,2,"0.38
                                %",46.36,0.16 Cr.,0 Cr.,65.9 %,3.06,36.28
https://ticker.finology.in/company/RPOWER,Reliance Power Ltd.,Power Generation/Distribution,34.40,N/A,35.6,34.08,54.25,1.47,10,"0
                                %",23.47,12.74 Cr.,4199.83 Cr.,23.26 %,0.12,0
https://ticker.finology.in/company/NRL,Nupur Recyclers Ltd.,Trading,102.66,N/A,108,101.56,143.4,6.51,10,"0
                                %",15.78,2.47 Cr.,0.25 Cr.,72.53 %,1.74,-37.85
https://ticker.finology.in/company/JAIPURKURT,Nandani Creation Ltd.,Textile,38.78,N/A,39.9,38.56,70.88,1.46,10,"0
                                %",26.51,3.46 Cr.,9.57 Cr.,45.69 %,3.13,-18.92
https://ticker.finology.in/company/GGBL,Ganesh Green Bharat Ltd.,Electric Equipment,398.85,N/A,409.8,392.05,587.95,39.89,10,"0
                                %",10,0.28 Cr.,10.47 Cr.,73.42 %,2.9,0
https://ticker.finology.in/company/TORNTPOWER,Torrent Power Ltd.,Power Generation/Distribution,1577.00,N/A,1590,1548.05,2037.35,5.7,10,"1.01
                                %",276.84,310.93 Cr.,9703.52 Cr.,53.57 %,47.7,5.95
https://ticker.finology.in/company/SEQUENT,Sequent Scientific Ltd.,Pharmaceuticals & Drugs,193.95,N/A,194.4,187,240.9,4.36,2,"0
                                %",44.45,0.96 Cr.,46.46 Cr.,52.76 %,0.68,-24.32
https://ticker.finology.in/company/TECHLABS,Trident Techlabs Ltd.,IT - Software,940.65,N/A,940.7,860.7,998,34.91,10,"0
                                %",26.95,23.18 Cr.,19.28 Cr.,67.97 %,5.42,7.83
https://ticker.finology.in/company/GLOBE,Globe Textiles (India) Ltd.,Textile,4.18,N/A,4.49,4.18,6.24,1.15,2,"0
                                %",3.62,0.13 Cr.,105.34 Cr.,42.11 %,0.26,4.17
https://ticker.finology.in/company/GVT&D,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found
https://ticker.finology.in/company/EROSMEDIA,Eros International Media Ltd.,"Film Production, Distribution & Entertainment",14.84,N/A,15.4,14.5,29.4,0,10,"0
                                %",-5.26,76.95 Cr.,254.45 Cr.,16.25 %,-15.92,96.44
https://ticker.finology.in/company/TARC,TARC Ltd.,Construction - Real Estate,201.00,N/A,203.95,198,275.5,4.4,2,"0
                                %",45.73,7.33 Cr.,1448.6 Cr.,64.96 %,-0.52,-69.27
https://ticker.finology.in/company/HBSL,HB Stockholdings Ltd.,Finance - NBFC,102.55,N/A,102.55,95.7,187.45,0.67,10,"1.46
                                %",153.22,44.36 Cr.,37.56 Cr.,53.22 %,33.18,1388.94
https://ticker.finology.in/company/PRSMJOHNSN,Prism Johnson Ltd.,Cement & Construction Materials,181.85,N/A,183.95,181.6,246.1,6.98,10,"0
                                %",26.04,480.6 Cr.,1637.56 Cr.,74.87 %,-1.53,5.32
https://ticker.finology.in/company/SHANTI,Shanti Overseas (India) Ltd.,Solvent  Extraction,15.51,N/A,15.71,15.26,34.4,0.92,10,"0
                                %",16.9,1.69 Cr.,0.2 Cr.,52.09 %,-0.76,-63.23
https://ticker.finology.in/company/SILINV,SIL Investments Ltd.,Finance - NBFC,700.30,N/A,749.8,697.35,920,0.31,10,"0.36
                                %",2254.62,40.31 Cr.,23.88 Cr.,63.79 %,24.59,13.51
https://ticker.finology.in/company/BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Ltd.,Pharmaceuticals & Drugs,58.80,N/A,61.59,58.53,92,5.21,10,"0
                                %",11.29,2.28 Cr.,0.44 Cr.,46.82 %,0.39,33.29
https://ticker.finology.in/company/SUNTV,Sun TV Network Ltd.,TV Broadcasting & Software Production,726.80,N/A,744.95,725.15,921.6,2.58,5,"2.3
                                %",281.7,359.59 Cr.,0 Cr.,75 %,45.2,13.3
https://ticker.finology.in/company/PURVA,Puravankara Ltd.,Construction - Real Estate,327.40,N/A,330.9,316.5,565,4.71,5,"1.92
                                %",69.55,422.19 Cr.,1939.52 Cr.,75 %,0.69,70.57
https://ticker.finology.in/company/KMEW,Knowledge Marine & Engineering Works Ltd.,Ship Building,2029.00,N/A,2101,1920,2163.3,13.85,10,"0
                                %",146.5,45.06 Cr.,9.99 Cr.,60.66 %,25.22,-28.47
https://ticker.finology.in/company/ARCHIDPLY,Archidply Industries Ltd.,Wood & Wood Products,117.70,N/A,121.05,111.8,152.85,2.01,10,"0
                                %",58.49,0.7 Cr.,70.34 Cr.,69.89 %,3.13,5.13
https://ticker.finology.in/company/SRM,SRM Contractors Ltd.,Engineering - Construction,319.10,N/A,322.45,304.5,329,3.19,10,"0
                                %",100.13,59.29 Cr.,47.58 Cr.,72.92 %,9.66,14.03
https://ticker.finology.in/company/ICEMAKE,ICE Make Refrigeration Ltd.,Electronics - Components,775.00,N/A,809.45,765,983.5,10.44,10,"0.26
                                %",74.27,9.45 Cr.,1.46 Cr.,74.49 %,15.97,51.22
https://ticker.finology.in/company/SENCO,Senco Gold Ltd.,Diamond  &  Jewellery,1113.50,N/A,1140.75,1096.7,1544,6.01,10,"0.18
                                %",185.27,547.33 Cr.,1494.37 Cr.,67.47 %,28.1,28.32
https://ticker.finology.in/company/SWSOLAR,Sterling and Wilson Renewable Energy Ltd.,Engineering - Construction,470.35,N/A,479.5,464.65,828,3.87,1,"0
                                %",121.45,285.31 Cr.,476.66 Cr.,45.75 %,10.44,85.62
https://ticker.finology.in/company/HINDCON,Hindcon Chemicals Ltd.,Chemicals,38.89,N/A,41.69,38,69.7,4.13,2,"0.51
                                %",9.42,11.44 Cr.,0 Cr.,68.64 %,0.96,-24.47
https://ticker.finology.in/company/DIGJAMLMTD,Digjam Ltd.,Textile - Weaving,80.16,N/A,84.11,80.16,106.79,14.72,10,"0
                                %",5.45,0.15 Cr.,73.32 Cr.,90 %,-7.07,6.39
https://ticker.finology.in/company/DHUNINV,Dhunseri Investments Ltd.,Finance - Investment,2403.45,N/A,2434.1,2278.65,2699,2.94,10,"0.1
                                %",817.16,46.88 Cr.,32.65 Cr.,74.95 %,45.19,359.09
https://ticker.finology.in/company/AURDIS,Aurangabad Distillery Ltd.,Breweries & Distilleries,225.00,N/A,225,225,376,2.58,10,"0
                                %",87.27,0.74 Cr.,62.46 Cr.,74.93 %,20.41,10.09
https://ticker.finology.in/company/POCL,Pondy Oxides & Chemicals Ltd.,Metal - Non Ferrous,842.65,N/A,867.3,836.6,1191.03,5.55,5,"0.3
                                %",151.86,29.84 Cr.,94.46 Cr.,43.76 %,21.78,3.54
https://ticker.finology.in/company/LYPSAGEMS,Lypsa Gems & Jewellery Ltd.,Trading,7.09,N/A,7.29,6.82,12.65,0.66,10,"0
                                %",10.8,0.45 Cr.,6.14 Cr.,36.37 %,0.01,-28.11
https://ticker.finology.in/company/SERVOTECH,Servotech Power Systems Ltd.,Electric Equipment,172.65,N/A,176.33,169.44,205.4,27.75,1,"0.13
                                %",6.22,14.99 Cr.,42.28 Cr.,59.34 %,0.93,86.35
https://ticker.finology.in/company/BPL,BPL Ltd.,Electronics - Components,95.50,N/A,103.4,95.35,147.6,1.75,10,"0
                                %",54.53,9.22 Cr.,8.57 Cr.,63.13 %,3.99,27.21
https://ticker.finology.in/company/SAHAJSOLAR,Sahaj Solar Ltd.,Engineering - Industrial Equipments,508.75,N/A,531.9,505,790,8.89,10,"0
                                %",57.22,11.45 Cr.,52.03 Cr.,71.28 %,11.16,-2.14
https://ticker.finology.in/company/SURAJEST,Suraj Estate Developers Ltd.,Construction - Real Estate,575.20,N/A,598.95,570.55,842,3.33,5,"0.17
                                %",172.59,107.96 Cr.,351.22 Cr.,74.95 %,19.6,50.72
https://ticker.finology.in/company/GLOBALVECT,Global Vectra Helicorp Ltd.,Airlines,222.55,N/A,232.9,222.55,346.15,19.87,10,"0
                                %",11.2,17.51 Cr.,41.55 Cr.,75 %,-2.53,22.28
https://ticker.finology.in/company/DPEL,Divine Power Energy Ltd.,Metal - Non Ferrous,121.05,N/A,124,116.8,162.75,5.37,10,"0
                                %",22.56,3.13 Cr.,57.85 Cr.,73.5 %,2.99,47.48
https://ticker.finology.in/company/IWEL,Inox Wind Energy Ltd.,Power Generation/Distribution,10389.50,N/A,10505.85,10001,14000,4.31,10,"0
                                %",2412.58,0.16 Cr.,204.71 Cr.,69.51 %,1341.23,13.39
https://ticker.finology.in/company/MINDTECK,Mindteck (India) Ltd.,IT - Software,225.70,N/A,242.95,221,368.2,4.2,10,"0.44
                                %",53.76,61.99 Cr.,0 Cr.,64.49 %,5.79,7.86
https://ticker.finology.in/company/HEXATRADEX,Hexa Tradex Ltd.,Trading,271.80,N/A,281,271.8,375.4,0.37,2,"0
                                %",734.15,0.01 Cr.,8.46 Cr.,92.13 %,-0.53,-52.41
https://ticker.finology.in/company/SPMLINFRA,SPML Infra Ltd.,Engineering - Construction,189.70,N/A,194.2,185.6,306,2.07,2,"0
                                %",91.48,232.4 Cr.,557.91 Cr.,35.93 %,6.66,50.19
https://ticker.finology.in/company/GNFC,Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,Fertilizers,557.40,N/A,569.95,550.1,814.85,0.99,10,"2.96
                                %",561.72,1528.9 Cr.,0.56 Cr.,41.3 %,29.88,-22.46
https://ticker.finology.in/company/MIEL,Manglam Infra & Engineering Ltd.,Engineering Consultancy,43.75,N/A,43.9,41,123.1,1.72,10,"0
                                %",25.41,0.49 Cr.,4.47 Cr.,71.97 %,0,0
https://ticker.finology.in/company/SAURASHCEM,Saurashtra Cement Ltd.,Cement & Construction Materials,101.95,N/A,104.6,100.65,148.8,1.27,10,"1.96
                                %",80.52,249.28 Cr.,84.06 Cr.,66.83 %,2.02,7.29
https://ticker.finology.in/company/SHREERAMA,Shree Rama Multi-Tech Ltd.,Plastic Products,36.14,N/A,36.48,33.71,45,4.3,5,"0
                                %",8.41,2.79 Cr.,12.05 Cr.,61.57 %,1.12,-9.46
https://ticker.finology.in/company/VSTL,Vibhor Steel Tubes Ltd.,Steel & Iron Products,207.50,N/A,212,203.25,442,2.18,10,"0
                                %",95.04,24.07 Cr.,140.66 Cr.,73.48 %,6.91,-3.63
https://ticker.finology.in/company/RULKA,Rulka Electricals Ltd.,Electric Equipment,343.75,N/A,343.75,343.75,666.6,3.71,10,"0
                                %",92.57,0.91 Cr.,11.04 Cr.,69.22 %,14.35,51.54
https://ticker.finology.in/company/AMBICAAGAR,Ambica Agarbathies & Aroma Industries Ltd.,Household & Personal Products,29.82,N/A,30.75,29.15,42.52,0.49,10,"0
                                %",60.56,1.43 Cr.,67.32 Cr.,43.41 %,3.48,-16.54
https://ticker.finology.in/company/LORDSCHLO,Lords Chloro Alkali Ltd.,Chemicals,136.85,N/A,142.95,134.85,187,1.94,10,"0
                                %",70.55,33.85 Cr.,36.85 Cr.,74.66 %,-0.38,-25.06
https://ticker.finology.in/company/ASHIANA,Ashiana Housing Ltd.,Construction - Real Estate,304.50,N/A,309,300.85,468,4.04,2,"0.49
                                %",75.43,182.16 Cr.,147.61 Cr.,61.11 %,3.05,148.88
https://ticker.finology.in/company/REDTAPE,Redtape Ltd.,Retailing,804.15,N/A,822.7,798.85,981.8,16.13,2,"0
                                %",49.85,8.21 Cr.,160.56 Cr.,71.8 %,11.2,25.57
https://ticker.finology.in/company/CALSOFT,California Software Company Ltd.,IT - Software,18.15,N/A,18.15,18,28.49,1.8,10,"0
                                %",10.07,0.04 Cr.,8.31 Cr.,35.73 %,0.4,54.85
https://ticker.finology.in/company/VLEGOV,VL E-Governance & IT Solutions Ltd.,Courier  Services,145.55,N/A,151.75,145.55,179.65,0.63,10,"0
                                %",231.22,0.07 Cr.,51.09 Cr.,23.79 %,-15.39,-96.98
https://ticker.finology.in/company/VENUSPIPES,Venus Pipes & Tubes Ltd.,Steel & Iron Products,1642.20,N/A,1683.4,1566,2489.95,6.92,10,"0.06
                                %",237.23,7.64 Cr.,149.32 Cr.,47.94 %,48.87,45.22
https://ticker.finology.in/company/TUNWAL,Tunwal E-Motors Ltd.,Automobile Two & Three Wheelers,41.00,N/A,41.65,40.9,64,1.68,2,"0
                                %",24.42,2.65 Cr.,20.52 Cr.,62.34 %,2.14,36.73
https://ticker.finology.in/company/63MOONS,63 Moons Technologies Ltd.,IT - Software,578.30,N/A,595.9,568.4,688.8,0.93,2,"0.35
                                %",619.5,1114.75 Cr.,0 Cr.,45.63 %,25.62,67.07
https://ticker.finology.in/company/ZENITHSTL,Zenith Steel Pipes & Industries Ltd.,Steel & Iron Products,8.71,N/A,9.29,8.55,15.45,0,10,"0
                                %",-17.78,1.09 Cr.,210.98 Cr.,15.64 %,0.09,-12.7
https://ticker.finology.in/company/SKP,SKP Bearing Industries Ltd.,Bearings,230.00,N/A,238.7,225,344.95,7.21,10,"0.46
                                %",31.89,0.01 Cr.,25.2 Cr.,74.46 %,8.08,1.71
https://ticker.finology.in/company/DVL,Dhunseri Ventures Ltd.,Chemicals,405.55,N/A,429.95,401.9,558,0.73,10,"1.23
                                %",559.19,6.47 Cr.,30.4 Cr.,75 %,41.76,123.45
https://ticker.finology.in/company/TOUCHWOOD,Touchwood Entertainment Ltd.,Professional Services,132.68,N/A,137,128,202.06,3.98,10,"0.3
                                %",33.32,19.4 Cr.,0.27 Cr.,64.38 %,2.97,35.43
https://ticker.finology.in/company/KRITIKA,Kritika Wires Ltd.,Steel & Iron Products,12.08,N/A,12.67,11.95,24.5,3.62,2,"0
                                %",3.34,1.68 Cr.,22.01 Cr.,63.35 %,0.43,15.83
https://ticker.finology.in/company/BEACON,Beacon Trusteeship Ltd.,Finance - Investment,104.00,N/A,105.5,103.15,151,3.74,10,"0
                                %",27.82,19.92 Cr.,5.16 Cr.,46.15 %,2.86,34.51
https://ticker.finology.in/company/ELECTHERM,Electrotherm (India) Ltd.,Steel & Iron Products,935.85,N/A,935.85,935.85,1312.55,0,10,"0
                                %",-445.05,61.91 Cr.,1673.04 Cr.,30.69 %,288.5,38.95
https://ticker.finology.in/company/RBMINFRA,RBM Infracon Ltd.,Engineering,812.85,N/A,812.85,812.85,1049,8.19,10,"0
                                %",99.22,0.52 Cr.,8.11 Cr.,60.53 %,18.65,74.98
https://ticker.finology.in/company/PLATIND,Platinum Industries Ltd.,Chemicals,413.35,N/A,425.05,409,482.8,6.32,10,"0
                                %",65.44,249.35 Cr.,1.47 Cr.,71 %,9.46,7.51
https://ticker.finology.in/company/SADHNANIQ,Sadhana Nitro Chem Ltd.,Chemicals,45.30,N/A,45.87,44.44,82.08,6.41,1,"0.33
                                %",7.06,7.79 Cr.,220.73 Cr.,65.47 %,0.12,29.48
https://ticker.finology.in/company/NAMAN,Naman In-Store (India) Ltd.,Household & Personal Products,158.65,N/A,162,158.65,257,2.16,10,"0
                                %",73.29,26.31 Cr.,37.19 Cr.,73 %,7.1,-3.4
https://ticker.finology.in/company/DESTINY,Destiny Logistics & Infra Ltd.,Logistics,150.80,N/A,150.8,150.8,170.8,8.12,10,"0
                                %",18.57,0.62 Cr.,13.27 Cr.,64.76 %,1.38,1.93
https://ticker.finology.in/company/ARABIAN,Arabian Petroleum Ltd.,Lubricants,88.50,N/A,88.5,88.5,124.65,1.96,10,"0
                                %",45.06,4.08 Cr.,35.12 Cr.,73.45 %,6.25,7.83
https://ticker.finology.in/company/ASAHISONG,Asahi Songwon Colors Ltd.,Dyes & Pigments,369.10,N/A,381,368.45,588.85,1.59,10,"0.14
                                %",231.49,4.03 Cr.,97.31 Cr.,66.83 %,13.59,-15.89
https://ticker.finology.in/company/CAREERP,Career Point Ltd.,Educational Institutions,400.50,N/A,426,385.1,570.1,1.48,10,"0.75
                                %",270.58,0.87 Cr.,29.66 Cr.,63.68 %,19.6,20.64
https://ticker.finology.in/company/NPST,Network People Services Technologies Ltd.,IT - Software,2984.30,N/A,3050,2859.05,3577,81.61,10,"0
                                %",36.57,58.41 Cr.,0.14 Cr.,67.55 %,13.77,212.63
